date,exdate,cp_flag,spot_price,strike_price,tau (time to maturity),market_mid_price,model_price,std_error,ci_95_lower,ci_95_upper,n_paths,n_steps,antithetic_used,abs_error,sq_error,scheme
2025-07-01,2025-07-31,P,6198.01,4900.0,0.0821917808219178,2.4000000000000004,2.408290389302038,0.27075888169988543,1.8776127326759218,2.9389680459281546,10000,252,True,0.008290389302037848,6.87305547793436e-05,monte_carlo
2025-07-01,2025-07-31,P,6198.01,4900.0,0.0821917808219178,2.4000000000000004,2.4097349249646487,0.27084561278662345,1.8788872785321855,2.940582571397112,10000,252,True,0.00973492496464834,9.476876406733348e-05,monte_carlo
2025-07-01,2025-07-31,P,6198.01,5200.0,0.0821917808219178,3.9,3.9783374257685735,0.33682241243382377,3.318177628212383,4.638497223324764,10000,252,True,0.07833742576857361,0.006136752276046781,monte_carlo
2025-07-01,2025-07-31,P,6198.01,5200.0,0.0821917808219178,3.9,3.980941386057232,0.3369433722544183,3.3205445116091,4.641338260505364,10000,252,True,0.08094138605723211,0.006551507976865889,monte_carlo
2025-07-01,2025-07-31,P,6198.01,5600.0,0.0821917808219178,9.2,9.384143418095086,0.49336591333429025,8.417163996760166,10.351122839430005,10000,252,True,0.18414341809508628,0.03390879842774175,monte_carlo
2025-07-01,2025-07-31,P,6198.01,5600.0,0.0821917808219178,9.2,9.39099139490916,0.49356799678554253,8.423615897287915,10.358366892530404,10000,252,True,0.19099139490915995,0.03647771292934669,monte_carlo
2025-07-01,2025-07-31,P,6198.01,5900.0,0.0821917808219178,26.049999999999997,25.859988322769645,0.8003634022030242,24.291304879907774,27.428671765631517,10000,252,True,0.19001167723035195,0.03610443748389145,monte_carlo
2025-07-01,2025-07-31,P,6198.01,5900.0,0.0821917808219178,26.049999999999997,25.879049570540282,0.800686790300592,24.309732298654147,27.448366842426417,10000,252,True,0.17095042945971528,0.02922404933246109,monte_carlo
2025-07-01,2025-08-01,C,6198.01,6250.0,0.084931506849315,84.35,83.1997582359062,1.3668864386237152,80.5207100452475,85.8788064265649,10000,252,True,1.150241764093792,1.323056115865599,monte_carlo
2025-07-01,2025-08-01,C,6198.01,6250.0,0.084931506849315,84.35,83.1422087184465,1.366443149420831,80.46402935866018,85.82038807823281,10000,252,True,1.2077912815534972,1.4587597797966392,monte_carlo
2025-07-01,2025-08-01,P,6198.01,6250.0,0.084931506849315,112.3,111.18947892791576,1.485148383754178,108.2786415840597,114.10031627177182,10000,252,True,1.1105210720842393,1.2332570515431283,monte_carlo
2025-07-01,2025-08-01,P,6198.01,6250.0,0.084931506849315,112.3,111.26232969312248,1.485579250431627,108.35064786609648,114.17401152014848,10000,252,True,1.0376703068775157,1.0767596657752776,monte_carlo
2025-07-01,2025-08-08,P,6198.01,5950.0,0.1041095890410958,41.900000000000006,41.468554899968815,1.0716185731593333,39.36822109141232,43.56888870852531,10000,252,True,0.4314451000311905,0.186144874340924,monte_carlo
2025-07-01,2025-08-08,P,6198.01,5950.0,0.1041095890410958,41.900000000000006,41.501469269356335,1.072079607621357,39.40023184985864,43.60270668885403,10000,252,True,0.39853073064367095,0.1588267432673782,monte_carlo
2025-07-01,2025-08-15,P,6198.01,4600.0,0.1232876712328767,3.4,3.7098012804246245,0.372309768521246,2.980087543030538,4.439515017818711,10000,252,True,0.3098012804246246,0.0959768333527369,monte_carlo
2025-07-01,2025-08-15,P,6198.01,4600.0,0.1232876712328767,3.4,3.7122071932077816,0.3724459638849386,2.982226517805996,4.442187868609567,10000,252,True,0.3122071932077817,0.09747333149068112,monte_carlo
2025-07-01,2025-08-15,P,6198.01,4750.0,0.1232876712328767,4.15,4.5348249170466906,0.4084019953623975,3.734371714922097,5.335278119171284,10000,252,True,0.3848249170466902,0.14809021677999198,monte_carlo
2025-07-01,2025-08-15,P,6198.01,4750.0,0.1232876712328767,4.15,4.537914335731229,0.4085580447294673,3.737155282467369,5.3386733889950895,10000,252,True,0.3879143357312289,0.15047753186580057,monte_carlo
2025-07-01,2025-08-15,P,6198.01,5020.0,0.1232876712328767,6.050000000000001,6.168409839514985,0.4646702947766414,5.2576727970671575,7.079146881962813,10000,252,True,0.1184098395149844,0.014020890093964362,monte_carlo
2025-07-01,2025-08-15,P,6198.01,5020.0,0.1232876712328767,6.050000000000001,6.172917343416599,0.4648658103231205,5.2617970975392545,7.084037589293944,10000,252,True,0.12291734341659843,0.015108673312593995,monte_carlo
2025-07-01,2025-08-15,P,6198.01,5040.0,0.1232876712328767,6.199999999999999,6.319187386433058,0.46949002544106294,5.399003845467782,7.239370927398335,10000,252,True,0.11918738643305904,0.014205633084743347,monte_carlo
2025-07-01,2025-08-15,P,6198.01,5040.0,0.1232876712328767,6.199999999999999,6.323819509240101,0.4696889100242817,5.403246161654635,7.244392856825567,10000,252,True,0.12381950924010177,0.015331270868459647,monte_carlo
2025-07-01,2025-08-15,P,6198.01,5070.0,0.1232876712328767,6.5,6.622736703639429,0.4798541203236676,5.682239909971891,7.5632334973069675,10000,252,True,0.12273670363942912,0.015064298420273054,monte_carlo
2025-07-01,2025-08-15,P,6198.01,5070.0,0.1232876712328767,6.5,6.62776341654873,0.48005876625332145,5.686865524229487,7.568661308867972,10000,252,True,0.12776341654872958,0.016323490608204188,monte_carlo
2025-07-01,2025-08-15,P,6198.01,5090.0,0.1232876712328767,6.699999999999999,6.83064720501916,0.48647436841840985,5.8771749635172075,7.784119446521112,10000,252,True,0.1306472050191605,0.017068692179318556,monte_carlo
2025-07-01,2025-08-15,P,6198.01,5090.0,0.1232876712328767,6.699999999999999,6.835879264157796,0.48668312773579586,5.88199786191233,7.789760666403263,10000,252,True,0.13587926415779705,0.018463174428064392,monte_carlo
2025-07-01,2025-08-15,P,6198.01,5100.0,0.1232876712328767,6.65,7.231899489858083,0.502479128714889,6.247058494593835,8.216740485122331,10000,252,True,0.5818994898580829,0.33860701629709716,monte_carlo
2025-07-01,2025-08-15,P,6198.01,5100.0,0.1232876712328767,6.65,7.237403945002945,0.502693154159235,6.252143467576003,8.222664422429887,10000,252,True,0.5874039450029445,0.3450433946050222,monte_carlo
2025-07-01,2025-08-15,P,6198.01,5400.0,0.1232876712328767,11.35,12.154276382227087,0.6363521629589829,10.907049061343317,13.401503703110857,10000,252,True,0.8042763822270871,0.6468604990082915,monte_carlo
2025-07-01,2025-08-15,P,6198.01,5400.0,0.1232876712328767,11.35,12.164202359670707,0.6366450746669553,10.91640094238866,13.412003776952753,10000,252,True,0.8142023596707073,0.6629254824933478,monte_carlo
2025-07-01,2025-08-15,P,6198.01,5450.0,0.1232876712328767,12.7,13.568547634026213,0.6698990741258555,12.25556957546281,14.881525692589618,10000,252,True,0.8685476340262142,0.7543749925725345,monte_carlo
2025-07-01,2025-08-15,P,6198.01,5450.0,0.1232876712328767,12.7,13.579817754248692,0.6702100347888178,12.266230223985273,14.893405284512111,10000,252,True,0.8798177542486929,0.7740792806912133,monte_carlo
2025-07-01,2025-08-15,P,6198.01,5900.0,0.1232876712328767,42.85,43.33330167946865,1.1571906607574336,41.06524966113797,45.601353697799325,10000,252,True,0.4833016794686458,0.2335805133772136,monte_carlo
2025-07-01,2025-08-15,P,6198.01,5900.0,0.1232876712328767,42.85,43.369930566826774,1.1577215504595357,41.100838023800215,45.63902310985333,10000,252,True,0.5199305668267726,0.27032779432080906,monte_carlo
2025-07-01,2025-08-15,P,6198.01,6000.0,0.1232876712328767,57.7,57.793543781475464,1.3085883238129226,55.2287577962125,60.35832976673843,10000,252,True,0.09354378147546072,0.008750439052728747,monte_carlo
2025-07-01,2025-08-15,P,6198.01,6000.0,0.1232876712328767,57.7,57.84219025738321,1.3091747238453473,55.276254949176156,60.40812556559026,10000,252,True,0.14219025738320568,0.020218069294702275,monte_carlo
2025-07-01,2025-08-15,C,6198.01,6250.0,0.1232876712328767,108.85,109.76153569085847,1.7430889224760735,106.34514418095463,113.1779272007623,10000,252,True,0.9115356908584715,0.830897315708831,monte_carlo
2025-07-01,2025-08-15,C,6198.01,6250.0,0.1232876712328767,108.85,109.67397702292693,1.7424505787463505,106.25883664374311,113.08911740211076,10000,252,True,0.8239770229269396,0.6789381343115424,monte_carlo
2025-07-01,2025-08-15,C,6198.01,6350.0,0.1232876712328767,61.95,63.077391730820594,1.285416198897178,60.55802227583775,65.59676118580344,10000,252,True,1.127391730820591,1.2710121147226479,monte_carlo
