date,exdate,cp_flag,spot_price,strike_price,tau (time to maturity),market_mid_price,model_price,abs_error,sq_error,scheme
2025-07-01,2025-08-01,P,130.68,100.0,0.084931506849315,0.86,1.0407763577178653,0.18077635771786527,0.03268009150973759,modified_craig_sneyd
2025-07-01,2025-08-01,P,130.68,100.0,0.084931506849315,0.86,1.0410135144911736,0.18101351449117364,0.03276589242844633,modified_craig_sneyd
2025-07-01,2025-08-01,P,130.68,105.0,0.084931506849315,1.205,1.7270912131888407,0.5220912131888407,0.2725792348889955,modified_craig_sneyd
2025-07-01,2025-08-01,P,130.68,105.0,0.084931506849315,1.205,1.727453751433485,0.5224537514334848,0.27295792238692157,modified_craig_sneyd
2025-07-01,2025-08-01,C,130.68,110.0,0.084931506849315,23.075,23.752945834089438,0.6779458340894386,0.4596105539592247,modified_craig_sneyd
2025-07-01,2025-08-01,C,130.68,110.0,0.084931506849315,23.075,23.751185868454897,0.6761858684548976,0.45722732869810406,modified_craig_sneyd
2025-07-01,2025-08-01,P,130.68,110.0,0.084931506849315,1.805,2.696599196712298,0.891599196712298,0.7949491275780152,modified_craig_sneyd
2025-07-01,2025-08-01,P,130.68,110.0,0.084931506849315,1.805,2.697120737542363,0.8921207375423632,0.7958794103531301,modified_craig_sneyd
2025-07-01,2025-08-01,P,130.68,115.0,0.084931506849315,2.655,3.9944650925204703,1.3394650925204705,1.7941667340808727,modified_craig_sneyd
2025-07-01,2025-08-01,P,130.68,115.0,0.084931506849315,2.655,3.9951775056262013,1.3401775056262015,1.7960757465864674,modified_craig_sneyd
2025-07-01,2025-08-01,C,130.68,120.0,0.084931506849315,15.175,16.75301978094807,1.5780197809480683,2.4901464290633895,modified_craig_sneyd
2025-07-01,2025-08-01,C,130.68,120.0,0.084931506849315,15.175,16.751459215181942,1.5764592151819414,2.4852236571320625,modified_craig_sneyd
2025-07-01,2025-08-01,P,130.68,120.0,0.084931506849315,3.925,5.656189004616817,1.7311890046168168,2.997015369706165,modified_craig_sneyd
2025-07-01,2025-08-01,P,130.68,120.0,0.084931506849315,3.925,5.6571194225310295,1.7321194225310297,3.0002376939092277,modified_craig_sneyd
2025-07-01,2025-08-01,P,130.68,123.0,0.084931506849315,4.9,6.829558514550165,1.9295585145501644,3.723196061073037,modified_craig_sneyd
2025-07-01,2025-08-01,P,130.68,123.0,0.084931506849315,4.9,6.830629873480257,1.9306298734802567,3.727331708374392,modified_craig_sneyd
2025-07-01,2025-08-01,P,130.68,124.0,0.084931506849315,5.175,7.261422435604851,2.0864224356048515,4.353158579795281,modified_craig_sneyd
2025-07-01,2025-08-01,P,130.68,124.0,0.084931506849315,5.175,7.262542588398258,2.087542588398258,4.3578340583765,modified_craig_sneyd
2025-07-01,2025-08-01,P,130.68,125.0,0.084931506849315,5.55,7.69328635665954,2.14328635665954,4.593676406642925,modified_craig_sneyd
2025-07-01,2025-08-01,P,130.68,125.0,0.084931506849315,5.55,7.694455303316262,2.1444553033162626,4.598688547921244,modified_craig_sneyd
2025-07-01,2025-08-01,P,130.68,126.0,0.084931506849315,6.050000000000001,8.139414528811692,2.089414528811691,4.365653073209381,modified_craig_sneyd
2025-07-01,2025-08-01,P,130.68,126.0,0.084931506849315,6.050000000000001,8.140632717426698,2.090632717426697,4.370745159174936,modified_craig_sneyd
2025-07-01,2025-08-01,P,130.68,127.0,0.084931506849315,6.375,8.621765718535752,2.2467657185357517,5.047956193987472,modified_craig_sneyd
2025-07-01,2025-08-01,P,130.68,127.0,0.084931506849315,6.375,8.623034287013233,2.2480342870132333,5.053658155587096,modified_craig_sneyd
2025-07-01,2025-08-01,P,130.68,128.0,0.084931506849315,6.825,9.104116908259803,2.2791169082598026,5.194373881515721,modified_craig_sneyd
2025-07-01,2025-08-01,P,130.68,128.0,0.084931506849315,6.825,9.105435856599769,2.2804358565997687,5.2003876960659206,modified_craig_sneyd
2025-07-01,2025-08-01,C,130.68,129.0,0.084931506849315,9.625,11.71973459937381,2.09473459937381,4.387913041813756,modified_craig_sneyd
2025-07-01,2025-08-01,C,130.68,129.0,0.084931506849315,9.625,11.718424414401774,2.093424414401774,4.382425778813411,modified_craig_sneyd
2025-07-01,2025-08-01,P,130.68,129.0,0.084931506849315,7.275,9.586468097983857,2.311468097983857,5.34288476799711,modified_craig_sneyd
2025-07-01,2025-08-01,P,130.68,129.0,0.084931506849315,7.275,9.587837426186304,2.312837426186304,5.349216959968087,modified_craig_sneyd
2025-07-01,2025-08-01,C,130.68,130.0,0.084931506849315,9.075,11.254300258705808,2.1793002587058083,4.749349617595203,modified_craig_sneyd
2025-07-01,2025-08-01,C,130.68,130.0,0.084931506849315,9.075,11.253020404277034,2.178020404277035,4.743772881447099,modified_craig_sneyd
2025-07-01,2025-08-01,P,130.68,130.0,0.084931506849315,7.75,10.11698534342044,2.36698534342044,5.602619615967179,modified_craig_sneyd
2025-07-01,2025-08-01,P,130.68,130.0,0.084931506849315,7.75,10.118405949887727,2.368405949887727,5.609346743463585,modified_craig_sneyd
2025-07-01,2025-08-01,C,130.68,131.0,0.084931506849315,8.575,10.791400197555724,2.216400197555725,4.912429835725056,modified_craig_sneyd
2025-07-01,2025-08-01,C,130.68,131.0,0.084931506849315,8.575,10.790150312579788,2.215150312579789,4.906890907322337,modified_craig_sneyd
2025-07-01,2025-08-01,C,130.68,132.0,0.084931506849315,8.1,10.33117238459753,2.2311723845975298,4.978130209790627,modified_craig_sneyd
2025-07-01,2025-08-01,C,130.68,132.0,0.084931506849315,8.1,10.329951651152045,2.229951651152046,4.972684366475735,modified_craig_sneyd
2025-07-01,2025-08-01,C,130.68,133.0,0.084931506849315,7.65,9.901569612774185,2.251569612774185,5.069565721168094,modified_craig_sneyd
2025-07-01,2025-08-01,C,130.68,133.0,0.084931506849315,7.65,9.900378477685702,2.250378477685702,5.064203292831018,modified_craig_sneyd
2025-07-01,2025-08-01,P,130.68,133.0,0.084931506849315,9.325,11.74391253597887,2.418912535978871,5.851137856715732,modified_craig_sneyd
2025-07-01,2025-08-01,P,130.68,133.0,0.084931506849315,9.325,11.745487239841895,2.4204872398418953,5.858758478237437,modified_craig_sneyd
2025-07-01,2025-08-01,C,130.68,134.0,0.084931506849315,7.199999999999999,9.488850813509622,2.2888508135096224,5.23883804650366,modified_craig_sneyd
2025-07-01,2025-08-01,C,130.68,134.0,0.084931506849315,7.199999999999999,9.487689523119268,2.287689523119269,5.233523354189669,modified_craig_sneyd
2025-07-01,2025-08-01,C,130.68,135.0,0.084931506849315,6.800000000000001,9.07613201424506,2.276132014245059,5.180776946271269,modified_craig_sneyd
2025-07-01,2025-08-01,C,130.68,135.0,0.084931506849315,6.800000000000001,9.075000568552827,2.2750005685528265,5.175627586915684,modified_craig_sneyd
2025-07-01,2025-08-01,P,130.68,135.0,0.084931506849315,10.5,12.905362901227708,2.405362901227708,5.785770686602576,modified_craig_sneyd
2025-07-01,2025-08-01,P,130.68,135.0,0.084931506849315,10.5,12.907040796146548,2.407040796146548,5.793845394313808,modified_craig_sneyd
2025-07-01,2025-08-01,C,130.68,136.0,0.084931506849315,6.4,8.671156369903972,2.271156369903972,5.158151256555387,modified_craig_sneyd
