date,exdate,cp_flag,spot_price,strike_price,tau (time to maturity),market_mid_price,model_price,abs_error,sq_error,scheme
2025-07-01,2025-07-31,P,6198.01,4900.0,0.0821917808219178,2.4000000000000004,0.9038909900188693,1.4961090099811312,2.2383421697467205,hundsdorfer_verwer
2025-07-01,2025-07-31,P,6198.01,4900.0,0.0821917808219178,2.4000000000000004,0.9043290729413038,1.4956709270586965,2.2370315220486208,hundsdorfer_verwer
2025-07-01,2025-07-31,P,6198.01,5200.0,0.0821917808219178,3.9,3.32649355406822,0.57350644593178,0.3289096435253017,hundsdorfer_verwer
2025-07-01,2025-07-31,P,6198.01,5200.0,0.0821917808219178,3.9,3.328056766514411,0.5719432334855887,0.3271190623299507,hundsdorfer_verwer
2025-07-01,2025-07-31,P,6198.01,5600.0,0.0821917808219178,9.2,16.566077317658007,7.366077317658007,54.25909504971578,hundsdorfer_verwer
2025-07-01,2025-07-31,P,6198.01,5600.0,0.0821917808219178,9.2,16.573495165000132,7.373495165000133,54.368430948280334,hundsdorfer_verwer
2025-07-01,2025-07-31,P,6198.01,5900.0,0.0821917808219178,26.049999999999997,49.70394464730548,23.65394464730548,559.5090973777916,hundsdorfer_verwer
2025-07-01,2025-07-31,P,6198.01,5900.0,0.0821917808219178,26.049999999999997,49.72499808686949,23.674998086869493,560.5055344132742,hundsdorfer_verwer
2025-07-01,2025-08-01,C,6198.01,6250.0,0.084931506849315,84.35,97.19175276189645,12.841752761896458,164.9106139976753,hundsdorfer_verwer
2025-07-01,2025-08-01,C,6198.01,6250.0,0.084931506849315,84.35,97.14214717984862,12.792147179848627,163.63902947090918,hundsdorfer_verwer
2025-07-01,2025-08-01,P,6198.01,6250.0,0.084931506849315,112.3,147.69177525175806,35.39177525175806,1252.5777554709546,hundsdorfer_verwer
2025-07-01,2025-08-01,P,6198.01,6250.0,0.084931506849315,112.3,147.75035741996913,35.45035741996914,1256.727841203561,hundsdorfer_verwer
2025-07-01,2025-08-08,P,6198.01,5950.0,0.1041095890410958,41.900000000000006,74.24744337277417,32.347443372774165,1046.3570927548312,hundsdorfer_verwer
2025-07-01,2025-08-08,P,6198.01,5950.0,0.1041095890410958,41.900000000000006,74.2804541507418,32.3804541507418,1048.4938110082917,hundsdorfer_verwer
2025-07-01,2025-08-15,P,6198.01,4600.0,0.1232876712328767,3.4,1.3654021243286767,2.034597875671323,4.1395885156862615,hundsdorfer_verwer
