date,exdate,cp_flag,spot_price,strike_price,tau (time to maturity),market_mid_price,model_price,std_error,ci_95_lower,ci_95_upper,n_paths,n_steps,antithetic_used,abs_error,sq_error,scheme
2025-07-01,2025-07-31,P,6198.01,4900.0,0.0821917808219178,2.4000000000000004,2.4082903893020373,0.27075888169988543,1.8776127326759209,2.9389680459281537,10000,252,True,0.00829038930203696,6.873055477932887e-05,monte_carlo
2025-07-01,2025-07-31,P,6198.01,4900.0,0.0821917808219178,2.4000000000000004,2.409734924964649,0.27084561278662345,1.878887278532186,2.9405825713971123,10000,252,True,0.009734924964648783,9.476876406734212e-05,monte_carlo
2025-07-01,2025-07-31,P,6198.01,5200.0,0.0821917808219178,3.9,3.9783374257685704,0.33682241243382355,3.3181776282123803,4.6384972233247606,10000,252,True,0.0783374257685705,0.006136752276046294,monte_carlo
2025-07-01,2025-07-31,P,6198.01,5200.0,0.0821917808219178,3.9,3.9809413860572307,0.33694337225441806,3.320544511609099,4.641338260505362,10000,252,True,0.08094138605723078,0.006551507976865673,monte_carlo
2025-07-01,2025-07-31,P,6198.01,5600.0,0.0821917808219178,9.2,9.384143418095093,0.4933659133342905,8.417163996760173,10.351122839430012,10000,252,True,0.18414341809509338,0.033908798427744365,monte_carlo
2025-07-01,2025-07-31,P,6198.01,5600.0,0.0821917808219178,9.2,9.390991394909166,0.4935679967855427,8.423615897287922,10.35836689253041,10000,252,True,0.19099139490916706,0.036477712929349405,monte_carlo
2025-07-01,2025-07-31,P,6198.01,5900.0,0.0821917808219178,26.049999999999997,25.85998832276964,0.8003634022030244,24.29130487990777,27.428671765631513,10000,252,True,0.1900116772303555,0.0361044374838928,monte_carlo
2025-07-01,2025-07-31,P,6198.01,5900.0,0.0821917808219178,26.049999999999997,25.879049570540282,0.800686790300592,24.309732298654147,27.448366842426417,10000,252,True,0.17095042945971528,0.02922404933246109,monte_carlo
2025-07-01,2025-08-01,C,6198.01,6250.0,0.084931506849315,84.35,83.1997582359062,1.3668864386237154,80.5207100452475,85.8788064265649,10000,252,True,1.150241764093792,1.323056115865599,monte_carlo
2025-07-01,2025-08-01,C,6198.01,6250.0,0.084931506849315,84.35,83.14220871844653,1.366443149420831,80.46402935866021,85.82038807823284,10000,252,True,1.2077912815534688,1.4587597797965706,monte_carlo
2025-07-01,2025-08-01,P,6198.01,6250.0,0.084931506849315,112.3,111.18947892791576,1.485148383754178,108.2786415840597,114.10031627177182,10000,252,True,1.1105210720842393,1.2332570515431283,monte_carlo
2025-07-01,2025-08-01,P,6198.01,6250.0,0.084931506849315,112.3,111.26232969312251,1.4855792504316268,108.35064786609651,114.17401152014851,10000,252,True,1.0376703068774873,1.0767596657752188,monte_carlo
2025-07-01,2025-08-08,P,6198.01,5950.0,0.1041095890410958,41.900000000000006,41.468554899968815,1.0716185731593333,39.36822109141232,43.56888870852531,10000,252,True,0.4314451000311905,0.186144874340924,monte_carlo
