date,exdate,cp_flag,spot_price,strike_price,tau (time to maturity),market_mid_price,model_price,std_error,ci_95_lower,ci_95_upper,n_paths,n_steps,antithetic_used,abs_error,sq_error,scheme
2025-07-01,2025-08-01,P,130.68,100.0,0.084931506849315,0.86,1.0367091188505384,0.03844142381389044,0.9613653126608728,1.112052925040204,10000,252,True,0.17670911885053842,0.03122611268493371,monte_carlo
2025-07-01,2025-08-01,P,130.68,100.0,0.084931506849315,0.86,1.0369371462093593,0.03844643539948407,0.9615835174924247,1.1122907749262938,10000,252,True,0.1769371462093593,0.031306753708712186,monte_carlo
2025-07-01,2025-08-01,P,130.68,105.0,0.084931506849315,1.205,1.7055953701455233,0.05136877315370189,1.6049144248342595,1.8062763154567871,10000,252,True,0.5005953701455232,0.25059572461113344,monte_carlo
2025-07-01,2025-08-01,P,130.68,105.0,0.084931506849315,1.205,1.7059487082390878,0.05137487355981749,1.6052558063515465,1.8066416101266292,10000,252,True,0.5009487082390878,0.25094960828641066,monte_carlo
2025-07-01,2025-08-01,C,130.68,110.0,0.084931506849315,23.075,23.730531643128234,0.23784051403192671,23.264372801561166,24.196690484695303,10000,252,True,0.655531643128235,0.42972173514240364,monte_carlo
2025-07-01,2025-08-01,C,130.68,110.0,0.084931506849315,23.075,23.728744622133316,0.23783544703313286,23.262595711701394,24.19489353256524,10000,252,True,0.653744622133317,0.4273820309682334,monte_carlo
2025-07-01,2025-08-01,P,130.68,110.0,0.084931506849315,1.805,2.6559463899126103,0.0661230425403302,2.526347607985353,2.7855451718398676,10000,252,True,0.8509463899126104,0.7241097585053043,monte_carlo
2025-07-01,2025-08-01,P,130.68,110.0,0.084931506849315,1.805,2.656454246270869,0.06613022071592796,2.5268413953779656,2.7860670971637727,10000,252,True,0.8514542462708692,0.7249743334926939,monte_carlo
2025-07-01,2025-08-01,P,130.68,115.0,0.084931506849315,2.655,3.9286393388173493,0.08237149091904017,3.7671941832631624,4.090084494371536,10000,252,True,1.2736393388173495,1.622157165383095,monte_carlo
2025-07-01,2025-08-01,P,130.68,115.0,0.084931506849315,2.655,3.929338222852738,0.08237960070797858,3.76787717240431,4.090799273301166,10000,252,True,1.2743382228527382,1.6239379062234751,monte_carlo
2025-07-01,2025-08-01,C,130.68,120.0,0.084931506849315,15.175,16.672385229480994,0.21230346500125574,16.256278084285473,17.088492374676516,10000,252,True,1.4973852294809937,2.2421625254678483,monte_carlo
2025-07-01,2025-08-01,C,130.68,120.0,0.084931506849315,15.175,16.670795255000627,0.21229629120253624,16.25470217019223,17.086888339809025,10000,252,True,1.4957952550006262,2.2374034448823883,monte_carlo
2025-07-01,2025-08-01,P,130.68,120.0,0.084931506849315,3.925,5.559952418007564,0.09966682433867052,5.364609031850289,5.755295804164838,10000,252,True,1.6349524180075639,2.6730694091487797,monte_carlo
2025-07-01,2025-08-01,P,130.68,120.0,0.084931506849315,3.925,5.560865946094301,0.09967569440688831,5.36550517492278,5.756226717265823,10000,252,True,1.6358659460943015,2.676057393591004,monte_carlo
2025-07-01,2025-08-01,P,130.68,123.0,0.084931506849315,4.9,6.7162781940994885,0.11034685405700914,6.500002334340453,6.9325540538585235,10000,252,True,1.816278194099488,3.2988664783612975,monte_carlo
2025-07-01,2025-08-01,P,130.68,123.0,0.084931506849315,4.9,6.717331577086015,0.11035606151012364,6.501037671050486,6.933625483121545,10000,252,True,1.8173315770860148,3.3026940610739417,monte_carlo
2025-07-01,2025-08-01,P,130.68,124.0,0.084931506849315,5.175,7.133825573294147,0.1139192628366466,6.910547920988968,7.357103225599326,10000,252,True,1.9588255732941473,3.836997626591145,monte_carlo
2025-07-01,2025-08-01,P,130.68,124.0,0.084931506849315,5.175,7.134932271638961,0.11392853279258779,6.911636450553998,7.358228092723924,10000,252,True,1.9599322716389613,3.841334509411859,monte_carlo
2025-07-01,2025-08-01,P,130.68,125.0,0.084931506849315,5.55,7.567672766637918,0.11749086724085647,7.3373948983334625,7.797950634942374,10000,252,True,2.0176727666379186,4.071003393232313,monte_carlo
2025-07-01,2025-08-01,P,130.68,125.0,0.084931506849315,5.55,7.5688288111045825,0.11750021854434517,7.33853261458208,7.799125007627085,10000,252,True,2.0188288111045827,4.075669768545943,monte_carlo
2025-07-01,2025-08-01,P,130.68,126.0,0.084931506849315,6.050000000000001,8.01824288061196,0.12105479158675349,7.78097984894592,8.255505912277998,10000,252,True,1.9682428806119585,3.87398003707966,monte_carlo
2025-07-01,2025-08-01,P,130.68,126.0,0.084931506849315,6.050000000000001,8.019452168269812,0.12106419347005193,7.782170709251121,8.256733627288503,10000,252,True,1.969452168269811,3.87874184310266,monte_carlo
2025-07-01,2025-08-01,P,130.68,127.0,0.084931506849315,6.375,8.484456553073905,0.1246139299716224,8.24021773835753,8.72869536779028,10000,252,True,2.1094565530739047,4.449806949306439,monte_carlo
2025-07-01,2025-08-01,P,130.68,127.0,0.084931506849315,6.375,8.485720648711364,0.1246233632469208,8.241463345115147,8.729977952307582,10000,252,True,2.1107206487113643,4.455141656896522,monte_carlo
2025-07-01,2025-08-01,P,130.68,128.0,0.084931506849315,6.825,8.967388213248519,0.12815674419131617,8.716205610257626,9.218570816239412,10000,252,True,2.142388213248519,4.589827256266181,monte_carlo
2025-07-01,2025-08-01,P,130.68,128.0,0.084931506849315,6.825,8.968705522919295,0.1281662124045477,8.717504362571471,9.21990668326712,10000,252,True,2.143705522919295,4.595473368994689,monte_carlo
2025-07-01,2025-08-01,C,130.68,129.0,0.084931506849315,9.625,11.613337748208107,0.1849806024648266,11.250782429538525,11.975893066877688,10000,252,True,1.9883377482081066,3.9534870009492837,monte_carlo
2025-07-01,2025-08-01,C,130.68,129.0,0.084931506849315,9.625,11.612018457029414,0.18497198931077258,11.249480019831573,11.974556894227256,10000,252,True,1.9870184570294143,3.9482423485755542,monte_carlo
2025-07-01,2025-08-01,P,130.68,129.0,0.084931506849315,7.275,9.46684213430265,0.13167999289277443,9.208754090748322,9.72493017785698,10000,252,True,2.19184213430265,4.804171941704396,monte_carlo
