date,exdate,cp_flag,spot_price,strike_price,tau (time to maturity),market_mid_price,model_price,abs_error,sq_error,scheme
2025-07-01,2025-08-01,C,300.71,225.0,0.084931506849315,79.875,78.42599516830091,1.4490048316990851,2.099615002287294,imex_euler
2025-07-01,2025-08-01,C,300.71,225.0,0.084931506849315,79.875,78.41627655222234,1.4587234477776576,2.1278740970963366,imex_euler
2025-07-01,2025-08-01,P,300.71,225.0,0.084931506849315,2.255,2.426613746807564,0.17161374680756403,0.02945127809333069,imex_euler
2025-07-01,2025-08-01,P,300.71,225.0,0.084931506849315,2.255,2.427591559824373,0.17259155982437324,0.02978784652261021,imex_euler
2025-07-01,2025-08-01,P,300.71,230.0,0.084931506849315,2.5999999999999996,2.5715764882162846,0.02842351178371505,0.0008078960221189883,imex_euler
2025-07-01,2025-08-01,P,300.71,230.0,0.084931506849315,2.5999999999999996,2.5726198479557194,0.027380152044280237,0.0007496727259679033,imex_euler
2025-07-01,2025-08-01,P,300.71,235.0,0.084931506849315,3.0149999999999997,3.165167862352371,0.15016786235237145,0.02255038688348078,imex_euler
2025-07-01,2025-08-01,P,300.71,235.0,0.084931506849315,3.0149999999999997,3.1665247417670273,0.15152474176702757,0.02295974736756439,imex_euler
2025-07-01,2025-08-01,P,300.71,240.0,0.084931506849315,3.5,3.377393820853173,0.12260617914682692,0.015032275164983816,imex_euler
2025-07-01,2025-08-01,P,300.71,240.0,0.084931506849315,3.5,3.3788319116428425,0.12116808835715753,0.014681705636127935,imex_euler
2025-07-01,2025-08-01,P,300.71,245.0,0.084931506849315,4.1,4.141888958061728,0.041888958061728765,0.0017546848074972714,imex_euler
2025-07-01,2025-08-01,P,300.71,245.0,0.084931506849315,4.1,4.1435866907510785,0.043586690751078905,0.0018997996106301872,imex_euler
2025-07-01,2025-08-01,P,300.71,250.0,0.084931506849315,4.8,5.040831469085387,0.24083146908538744,0.05799979650182593,imex_euler
2025-07-01,2025-08-01,P,300.71,250.0,0.084931506849315,4.8,5.042817971946052,0.24281797194605215,0.05896056749999377,imex_euler
2025-07-01,2025-08-01,P,300.71,255.0,0.084931506849315,5.625,5.370971859634639,0.25402814036536103,0.06453029609748356,imex_euler
2025-07-01,2025-08-01,P,300.71,255.0,0.084931506849315,5.625,5.373060976173177,0.2519390238268233,0.06347327172681265,imex_euler
2025-07-01,2025-08-01,P,300.71,260.0,0.084931506849315,6.575,6.483529737673638,0.09147026232636257,0.008366808890053585,imex_euler
