model,objective,scenario,scheme,assessment,reference_label,reference_price,initial_price,final_price,initial_abs_error,final_abs_error,best_abs_error,final_observed_order,average_observed_order,initial_runtime_sec,final_runtime_sec,successful_levels,failed_levels,total_levels
black_scholes,convergence,spatial_refinement,crank_nicolson,overall improvement but non-monotone,black_scholes_closed_form,10.450583572185565,9.571132984086667,10.674172611625684,0.8794505880988979,0.2235890394401192,0.060299821470868764,-3.232042787955841,1.8078205478672398,0.15135008399374783,0.4490426250267774,4,0,4
black_scholes,convergence,spatial_refinement,implicit,overall improvement but non-monotone,black_scholes_closed_form,10.450583572185565,9.57049732841478,10.673512481739918,0.8800862437707853,0.22292890955435318,0.060956741269349024,-3.1980272787652697,1.8067094038708067,0.10979237500578165,0.321527749998495,4,0,4
black_scholes,convergence,stable_coupled_refinement,explicit,no clear convergence,black_scholes_closed_form,10.450583572185565,10.126430110168036,10.037820919748897,0.32415346201752904,0.4127626524366672,0.020475892077937985,2.246729806360505,-0.02843816733035857,0.010175458155572414,0.22084462502971292,4,0,4
black_scholes,convergence,temporal_refinement,crank_nicolson,no clear convergence,black_scholes_closed_form,10.450583572185565,10.226701851082737,10.226677089515753,0.22388172110282767,0.22390648266981117,0.22388172110282767,-7.488032249630934e-06,-5.318495012768618e-05,0.03729254100471735,0.29889754205942154,4,0,4
black_scholes,convergence,temporal_refinement,implicit,clear convergence,black_scholes_closed_form,10.450583572185565,10.216155221601262,10.225372362872793,0.23442835058430234,0.2252112093127714,0.2252112093127714,0.008351057571924217,0.01928947230614365,0.0261135830078274,0.21088974992744625,4,0,4
heston,convergence,spatial_refinement,craig_sneyd,clear convergence,heston_semianalytical,10.403321125459428,8.935273172001764,9.576476451199568,1.4680479534576634,0.8268446742598599,0.8268446742598599,0.16535422195611876,0.36126177613089333,0.28045195899903774,5.172463124850765,4,0,4
heston,convergence,spatial_refinement,douglas,clear convergence,heston_semianalytical,10.403321125459428,8.931530929764712,9.571814980077395,1.471790195694716,0.8315061453820327,0.8315061453820327,0.16436839974167974,0.3593219566916282,0.1536639998666942,2.837034124881029,4,0,4
heston,convergence,spatial_refinement,hundsdorfer_verwer,clear convergence,heston_semianalytical,10.403321125459428,8.2046438408264,9.141561668064503,2.1986772846330283,1.2617594573949251,1.2617594573949251,0.16430957782258726,0.34445619591919,0.30776441702619195,5.701634791912511,4,0,4
heston,convergence,spatial_refinement,modified_craig_sneyd,clear convergence,heston_semianalytical,10.403321125459428,9.357190645009629,9.82740470771878,1.0461304804497988,0.5759164177406486,0.5759164177406486,0.1665047075426066,0.38179567609047727,0.32768029090948403,6.060241875005886,4,0,4
heston,convergence,temporal_refinement,craig_sneyd,clear convergence,heston_semianalytical,10.403321125459428,9.500253597230014,9.61835108331711,0.903067528229414,0.7849700421423176,0.7849700421423176,0.028073748753851043,0.06739875862148108,3.4142577089369297,28.324701792094857,4,0,4
