model,objective,scenario,scheme,assessment,reference_label,reference_price,initial_price,final_price,initial_abs_error,final_abs_error,best_abs_error,final_observed_order,average_observed_order,initial_runtime_sec,final_runtime_sec,successful_levels,failed_levels,total_levels
heston,convergence,temporal_refinement,douglas,clear convergence,heston_semianalytical,10.403321125459428,9.481513841385294,9.614770313417186,0.9218072840741343,0.7885508120422422,0.7885508120422422,0.03342980244071151,0.0750871488388887,1.9310593749396503,15.53138504200615,4,0,4
heston,convergence,temporal_refinement,hundsdorfer_verwer,clear convergence,heston_semianalytical,10.403321125459428,9.133145325589002,9.202145933705943,1.270175799870426,1.2011751917534852,1.2011751917534852,0.009205245884112192,0.0268605348301567,3.8141195829957724,31.15337266610004,4,0,4
heston,convergence,temporal_refinement,modified_craig_sneyd,clear convergence,heston_semianalytical,10.403321125459428,9.706701413342014,9.858525152793401,0.696619712117414,0.5447959726660265,0.5447959726660265,0.052549509184754,0.11821841957367381,3.953884290996939,33.74685316695832,4,0,4
heston,stability,stress_rho_minus_0_90_xi_0_60,craig_sneyd,stable but inaccurate under stress,heston_stress_semianalytical,8.369723101935932,3.0916812749042792,7.297507694435345,5.278041827031653,1.072215407500587,1.072215407500587,3.777464453348342,1.6425853718307792,0.044953082920983434,3.436020625056699,4,0,4
heston,stability,stress_rho_minus_0_90_xi_0_60,douglas,stable but inaccurate under stress,heston_stress_semianalytical,8.369723101935932,3.0907436104585706,7.295526306970264,5.278979491477362,1.0741967949656681,1.0741967949656681,3.77196906834775,1.6407716914317154,0.025657583959400654,1.8987356249708682,4,0,4
heston,stability,stress_rho_minus_0_90_xi_0_60,hundsdorfer_verwer,stable but inaccurate under stress,heston_stress_semianalytical,8.369723101935932,2.772433993047976,7.046780886210078,5.597289108887956,1.3229422157258544,1.3229422157258544,3.5311479017476644,1.5071938621946595,0.04888920905068517,3.7634711659047753,4,0,4
heston,stability,stress_rho_minus_0_90_xi_0_60,modified_craig_sneyd,stable but inaccurate under stress,heston_stress_semianalytical,8.369723101935932,3.2932519776289535,7.443371312047048,5.076471124306979,0.9263517898888844,0.9263517898888844,3.9664772568715683,1.740859274777072,0.05158800003118813,4.069766499800608,4,0,4
merton_jump_diffusion,convergence,spatial_refinement,imex_euler,overall improvement but non-monotone,merton_fine_grid_imex_euler,10.295908041205458,9.253672956790039,10.350372628545664,1.0422350844154185,0.054464587340206094,0.054464587340206094,8.679056424229305,2.729056499931836,0.33381066704168916,1.2669835828710347,4,0,4
merton_jump_diffusion,convergence,temporal_refinement,imex_euler,no clear convergence,merton_fine_grid_imex_euler,10.295908041205458,10.345488261310395,10.350372628545664,0.04958022010493757,0.054464587340206094,0.04958022010493757,-0.018536307884364524,-0.04518460799717483,0.15797495795413852,1.2769718749914318,4,0,4
merton_jump_diffusion,stability,stress_lambda_1_00,imex_euler,stable under stress,merton_stress_fine_grid_imex_euler,12.294567656403572,13.574739449221953,12.081576159639562,1.280171792818381,0.21299149676401008,0.21299149676401008,2.3861660069455803,1.560840145296716,0.0836547501385212,1.4227652091067284,4,0,4
