kappa,theta,xi,rho,v0,cf_rmse,cf_mae,cf_mape,pde_rmse,pde_mae,pde_mape,cf_elapsed,pde_elapsed,success,n_evaluations
14.734941798070286,0.0010005497464105613,0.010000185012626036,-2.6576124846556644e-05,0.007901991975795112,19.005628417133753,12.164270467210704,3.5024666652845537,49.80023709363509,27.834872889233335,9.287236939925055,0.5889739990234375,13.788171768188477,True,15
