date,exdate,cp_flag,spot_price,strike_price,tau (time to maturity),market_mid_price,model_price,scheme,lambda_jump,jump_mean,jump_std,abs_error,sq_error
2025-08-19,2025-10-17,P,6411.37,5000.0,0.1616438356164383,7.75,8.01033566962273,imex_euler,0.01,-0.005,0.03,0.26033566962273014,0.0677746608779153
2025-08-19,2025-10-17,P,6411.37,6000.0,0.1616438356164383,44.5,45.85276547480764,imex_euler,0.01,-0.005,0.03,1.35276547480764,1.82997442983154
2025-08-19,2025-10-17,P,6411.37,6000.0,0.1616438356164383,44.5,46.02996420588483,imex_euler,0.01,-0.005,0.03,1.5299642058848306,2.3407904712888006
2025-08-20,2025-09-19,P,6395.78,5000.0,0.0821917808219178,2.4749999999999996,2.9682517616339137,imex_euler,0.01,-0.005,0.03,0.49325176163391404,0.24329730035495956
2025-08-20,2025-09-19,P,6395.78,5000.0,0.0821917808219178,2.4749999999999996,2.9731430369849163,imex_euler,0.01,-0.005,0.03,0.4981430369849167,0.24814648529655609
2025-08-20,2025-09-19,P,6395.78,5800.0,0.0821917808219178,9.8,10.097750037877537,imex_euler,0.01,-0.005,0.03,0.2977500378775364,0.08865508505607436
2025-08-20,2025-09-19,P,6395.78,5800.0,0.0821917808219178,9.8,10.125214876763101,imex_euler,0.01,-0.005,0.03,0.32521487676310024,0.10576471606803847
2025-08-20,2025-10-17,P,6395.78,6150.0,0.1589041095890411,65.45,62.49693847547757,imex_euler,0.01,-0.005,0.03,2.9530615245224325,8.720572367614754
2025-08-20,2025-10-17,P,6395.78,6150.0,0.1589041095890411,65.45,62.73675919016308,imex_euler,0.01,-0.005,0.03,2.7132408098369254,7.3616756921645345
2025-08-20,2025-10-17,P,6395.78,6200.0,0.1589041095890411,73.6,72.67852059733846,imex_euler,0.01,-0.005,0.03,0.9214794026615323,0.8491242895294543
2025-08-20,2025-10-17,P,6395.78,6200.0,0.1589041095890411,73.6,72.95095822379167,imex_euler,0.01,-0.005,0.03,0.6490417762083212,0.42125522726365244
2025-08-20,2025-10-17,P,6395.78,6250.0,0.1589041095890411,83.0,84.76532535087682,imex_euler,0.01,-0.005,0.03,1.7653253508768216,3.1163735944483735
