date,exdate,cp_flag,spot_price,strike_price,tau (time to maturity),market_mid_price,model_price,scheme,kappa,theta,xi,rho,v0,abs_error,sq_error
2025-08-20,2025-10-17,P,6395.78,6200.0,0.1589041095890411,73.6,,craig-sneyd,1.5,0.04,0.3,-0.7,0.027674651449000002,,
2025-08-20,2025-10-17,P,6395.78,6200.0,0.1589041095890411,73.6,,craig-sneyd,1.5,0.04,0.3,-0.7,0.027674651449000002,,
2025-08-20,2025-10-17,P,6395.78,6250.0,0.1589041095890411,83.0,,craig-sneyd,1.5,0.04,0.3,-0.7,0.025334133889,,
2025-08-20,2025-10-17,P,6395.78,6250.0,0.1589041095890411,83.0,,craig-sneyd,1.5,0.04,0.3,-0.7,0.025334133889,,
2025-08-20,2025-09-30,P,6395.78,5725.0,0.1123287671232876,13.85,,craig-sneyd,1.5,0.04,0.3,-0.7,0.05292760359999999,,
2025-08-20,2025-09-30,P,6395.78,5725.0,0.1123287671232876,13.85,,craig-sneyd,1.5,0.04,0.3,-0.7,0.05292760359999999,,
2025-08-20,2025-09-30,P,6395.78,5850.0,0.1123287671232876,19.25,,craig-sneyd,1.5,0.04,0.3,-0.7,0.0451817536,,
2025-08-20,2025-09-30,P,6395.78,5850.0,0.1123287671232876,19.25,,craig-sneyd,1.5,0.04,0.3,-0.7,0.0451817536,,
2025-08-20,2025-09-30,P,6395.78,5950.0,0.1123287671232876,25.549999999999997,,craig-sneyd,1.5,0.04,0.3,-0.7,0.039576327844,,
2025-08-20,2025-09-30,P,6395.78,5950.0,0.1123287671232876,25.549999999999997,,craig-sneyd,1.5,0.04,0.3,-0.7,0.039576327844,,
2025-08-20,2025-09-30,P,6395.78,6100.0,0.1123287671232876,39.45,,craig-sneyd,1.5,0.04,0.3,-0.7,0.031535366723999994,,
2025-08-20,2025-09-30,P,6395.78,6100.0,0.1123287671232876,39.45,,craig-sneyd,1.5,0.04,0.3,-0.7,0.031535366723999994,,
2025-08-20,2025-10-03,P,6395.78,5600.0,0.1205479452054794,12.35,,craig-sneyd,1.5,0.04,0.3,-0.7,0.062272207935999996,,
2025-08-20,2025-10-03,P,6395.78,5600.0,0.1205479452054794,12.35,,craig-sneyd,1.5,0.04,0.3,-0.7,0.062272207935999996,,
2025-08-20,2025-10-03,P,6395.78,5800.0,0.1205479452054794,19.75,,craig-sneyd,1.5,0.04,0.3,-0.7,0.048984312976,,
2025-08-20,2025-10-03,P,6395.78,5800.0,0.1205479452054794,19.75,,craig-sneyd,1.5,0.04,0.3,-0.7,0.048984312976,,
2025-08-20,2025-10-03,P,6395.78,6000.0,0.1205479452054794,33.6,,craig-sneyd,1.5,0.04,0.3,-0.7,0.037750547025,,
2025-08-20,2025-10-03,P,6395.78,6000.0,0.1205479452054794,33.6,,craig-sneyd,1.5,0.04,0.3,-0.7,0.037750547025,,
2025-08-20,2025-10-03,P,6395.78,6200.0,0.1205479452054794,58.35,,craig-sneyd,1.5,0.04,0.3,-0.7,0.0272844324,,
2025-08-20,2025-10-03,P,6395.78,6200.0,0.1205479452054794,58.35,,craig-sneyd,1.5,0.04,0.3,-0.7,0.0272844324,,
2025-08-20,2025-10-17,P,6395.78,4800.0,0.1589041095890411,6.4,,craig-sneyd,1.5,0.04,0.3,-0.7,0.13235044,,
2025-08-20,2025-10-17,P,6395.78,4800.0,0.1589041095890411,6.4,,craig-sneyd,1.5,0.04,0.3,-0.7,0.13235044,,
