kappa,theta,xi,rho,v0,cf_rmse,cf_mae,cf_mape,pde_rmse,pde_mae,pde_mape,cf_elapsed,pde_elapsed,success,n_evaluations,ticker
2.186201820391584,0.15515443987846445,0.8236476974529351,-0.9016987911219038,0.029990526438728446,39.55099884668923,22.357532310723535,26.1111833519055,78.20998006082996,42.37911351725754,40.877752522588594,15.961721897125244,87.56190800666809,True,32,SPX
