kappa,theta,xi,rho,v0,cf_rmse,cf_mae,cf_mape,pde_rmse,pde_mae,pde_mape,cf_elapsed,pde_elapsed,success,n_evaluations,ticker
14.999999972810766,0.49999999999999994,0.9999999549594812,-0.05938094454404794,0.28460691241838265,5.188503016739784,4.02131534210684,20.875980575070262,6.60802295812122,4.7058786315700445,21.384389272822727,19.76440978050232,87.66781902313232,True,16,TSLA
