kappa,theta,xi,rho,v0,cf_rmse,cf_mae,cf_mape,pde_rmse,pde_mae,pde_mape,cf_elapsed,pde_elapsed,success,n_evaluations,ticker
14.844727698636362,0.4999999986111964,0.010000006569243502,-5.308647108131359e-08,0.4999999976939633,9.629539235338314,7.6122611461708205,40.38829312139488,9.355975034601736,7.392858473573818,39.49091769202164,8.52333116531372,87.79972290992737,True,14,PLTR
