kappa,theta,xi,rho,v0,cf_rmse,cf_mae,cf_mape,pde_rmse,pde_mae,pde_mape,cf_elapsed,pde_elapsed,success,n_evaluations,ticker
9.153366112461208,0.0010000000000000035,0.9999999999999915,-5.537818978690269e-18,0.10991676783044853,19.30228336087937,15.585085302936951,44.33356977697524,19.70094591051802,14.793177674291915,40.97167458112116,5.417054891586304,36.16237783432007,True,16,RUT
